hook_id,disposition,file_path,symbol_or_class,monitor_type,metric_names,measured_boundary,dimensions,sampling_cardinality_policy,overhead_guard,privacy_rule,optimizing_python_strategy_coverage
hook-0408,aggregate boundary only,src/upgrade_portal/app/routes/select.py,load_optional_module,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 2 I/O/sequential batching; 5 serialization/validation; 7 measured Python loops
hook-0409,production hook,src/upgrade_portal/app/routes/upgrade.py,launch_run,operation_span,"perf.wall_ns,perf.process_cpu_ns,perf.calls_total,perf.errors_total,work.items_total",Measure the complete named operation from entry through cleanup. Correlate nested costs with cProfile.,"file,symbol,operation,status,workload_size,state",Off by default. Enable for a named operation. Sample at most 1 in 100 successful calls. Keep all failures.,Use perf_counter_ns and process_time_ns only. Buffer events. Do not time each internal function.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 2 I/O/sequential batching; 7 measured Python loops
hook-0410,aggregate boundary only,src/upgrade_portal/app/seam_shapes.py,SeamShapeError,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0411,aggregate boundary only,src/upgrade_portal/app/security.py,PortalSecurity,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0412,aggregate boundary only,src/upgrade_portal/app/wiring.py,mirror_run,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0413,aggregate boundary only,src/upgrade_portal/audit/logger.py,AuditLogger,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0414,aggregate boundary only,src/upgrade_portal/audit/masker.py,SecretMasker,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0415,aggregate boundary only,src/upgrade_portal/auth/session.py,JWTSessionManager,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 6 bounded caching; 8 object layout/GC
hook-0416,aggregate boundary only,src/upgrade_portal/capture/assembly.py,CaptureIdentity,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 2 I/O/sequential batching; 5 serialization/validation; 7 measured Python loops
hook-0417,aggregate boundary only,src/upgrade_portal/capture/clients.py,ClientIdentity,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 2 I/O/sequential batching; 5 serialization/validation; 7 measured Python loops
hook-0418,aggregate boundary only,src/upgrade_portal/capture/collector.py,starting_rows,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 2 I/O/sequential batching; 5 serialization/validation; 7 measured Python loops
hook-0419,aggregate boundary only,src/upgrade_portal/capture/devices.py,DeviceRead,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 2 I/O/sequential batching; 5 serialization/validation; 7 measured Python loops
hook-0420,aggregate boundary only,src/upgrade_portal/capture/export.py,is_credential_field,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 5 serialization/validation; 7 measured Python loops
hook-0421,aggregate boundary only,src/upgrade_portal/capture/extras.py,SiteScope,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 2 I/O/sequential batching; 5 serialization/validation; 7 measured Python loops
hook-0422,aggregate boundary only,src/upgrade_portal/capture/service.py,CaptureService,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 2 I/O/sequential batching; 5 serialization/validation; 7 measured Python loops
hook-0423,production hook,src/upgrade_portal/capture/store.py,write_capture,database,"db.wall_ns,db.process_cpu_ns,db.operations_total,db.rows_total,db.statement_bytes,db.errors_total,db.retries_total",Measure the logical database operation. Use backend or SQLAlchemy events for each physical query and transaction.,"file,symbol,backend,operation,statement_kind,status,row_bucket,workload_size,state","Count every query. Sample duration at most 1 in 20 successful queries. Keep all slow, retried, and failed queries. Never label statement text.",Use event hooks and cursor row counts. Do not format SQL or copy result rows for telemetry.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 2 I/O/sequential batching; 3 data structures; 6 bounded caching
hook-0424,production hook,src/upgrade_portal/capture/store.py,list_captures,database,"db.wall_ns,db.process_cpu_ns,db.operations_total,db.rows_total,db.statement_bytes,db.errors_total,db.retries_total",Measure the logical database operation. Use backend or SQLAlchemy events for each physical query and transaction.,"file,symbol,backend,operation,statement_kind,status,row_bucket,workload_size,state","Count every query. Sample duration at most 1 in 20 successful queries. Keep all slow, retried, and failed queries. Never label statement text.",Use event hooks and cursor row counts. Do not format SQL or copy result rows for telemetry.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 2 I/O/sequential batching; 3 data structures; 6 bounded caching
hook-0425,aggregate boundary only,src/upgrade_portal/capture/tables.py,cell_text,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 2 I/O/sequential batching; 5 serialization/validation; 7 measured Python loops
hook-0426,aggregate boundary only,src/upgrade_portal/compare/clients.py,ClientMove,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0427,aggregate boundary only,src/upgrade_portal/compare/diff.py,FieldChange,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0428,aggregate boundary only,src/upgrade_portal/compare/download.py,RowChange,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0429,aggregate boundary only,src/upgrade_portal/compare/lock_audit.py,read_trail_lines,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0430,aggregate boundary only,src/upgrade_portal/compare/render.py,stat_test_id,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 5 serialization/validation; 7 measured Python loops
hook-0431,production hook,src/upgrade_portal/compare/service.py,ComparisonService.compare,operation_span,"perf.wall_ns,perf.process_cpu_ns,perf.calls_total,perf.errors_total,work.items_total",Measure the complete named operation from entry through cleanup. Correlate nested costs with cProfile.,"file,symbol,operation,status,workload_size,state",Off by default. Enable for a named operation. Sample at most 1 in 100 successful calls. Keep all failures.,Use perf_counter_ns and process_time_ns only. Buffer events. Do not time each internal function.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 2 I/O/sequential batching; 7 measured Python loops
hook-0432,aggregate boundary only,src/upgrade_portal/compare/statistics.py,DeviceCounts,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0433,aggregate boundary only,src/upgrade_portal/locking/session_lock.py,LockResult,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 6 bounded caching; 8 object layout/GC
hook-0434,aggregate boundary only,src/upgrade_portal/persistence/runs.py,UpgradeRunsService,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0435,aggregate boundary only,src/upgrade_portal/runtime/containers.py,ContainerState,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0436,aggregate boundary only,src/upgrade_portal/runtime/dependencies.py,DependencyState,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0437,aggregate boundary only,src/upgrade_portal/runtime/identity.py,email_digest,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0438,aggregate boundary only,src/upgrade_portal/runtime/lock.py,SiteLockError,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0439,aggregate boundary only,src/upgrade_portal/runtime/pools.py,DrainGate,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0440,aggregate boundary only,src/upgrade_portal/runtime/runs.py,RunTransitionError,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0441,aggregate boundary only,src/upgrade_portal/runtime/server.py,resolve_host,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0442,aggregate boundary only,src/upgrade_portal/runtime/signals.py,StopRequestError,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0443,aggregate boundary only,src/upgrade_portal/settle/service.py,SettleResult,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0444,aggregate boundary only,src/upgrade_portal/upgrade/driver.py,RunDriverError,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
hook-0445,aggregate boundary only,src/upgrade_portal/upgrade/events.py,EventKeys,cProfile correlation,"profile.call_count,profile.primitive_call_count,profile.total_time_ns,profile.cumulative_time_ns",Run an opt-in cProfile session around the parent workload. Correlate this exact symbol with the AST inventory.,"file,symbol,class,workload_name,workload_size,state,python_version",Do not emit a production event. Profile one bounded benchmark run for each workload cell.,Do not add a local timer. Use a separate unprofiled run for acceptance timing.,"Do not record tokens, credentials, request or response bodies, SQL text, file paths, MAC addresses, IP addresses, organization identifiers, site identifiers, device identifiers, or user text. Use allowlisted labels, coarse buckets, and one-way run-local correlation identifiers.",1 algorithms/repeated work; 3 data structures; 4 allocations/copying; 7 measured Python loops; 8 object layout/GC
